soc_code,task_id,task_description,task_importance,importance_norm,automation_score,automation_level
51-8031,926,"Operate and adjust controls on equipment to purify and clarify water, process or dispose of sewage, and generate power.",4.75,0.881818181818182,0.8818181818181818,High
51-8031,929,"Record operational data, personnel attendance, or meter and gauge readings on specified forms.",4.75,0.881818181818182,0.8818181818181818,High
51-8031,925,"Add chemicals, such as ammonia, chlorine, or lime, to disinfect and deodorize water and other liquids.",4.7,0.8363636363636366,0.8363636363636366,High
51-8031,927,"Inspect equipment or monitor operating conditions, meters, and gauges to determine load requirements and detect malfunctions.",4.33,0.5000000000000002,0.5000000000000002,Moderate
51-8031,932,Direct and coordinate plant workers engaged in routine operations and maintenance activities.,4.09,0.28181818181818186,0.28181818181818186,Low
51-8031,18585,"Clean and maintain tanks, filter beds, and other work areas, using hand tools and power tools.",3.96,0.16363636363636377,0.16363636363636386,Low
51-8031,930,"Maintain, repair, and lubricate equipment, using hand tools and power tools.",3.78,0.0,0.0,Low
51-8091,10494,"Monitor recording instruments, flowmeters, panel lights, or other indicators and listen for warning signals to verify conformity of process conditions.",4.74,1.0,1.0,High
51-8091,10499,"Regulate or shut down equipment during emergency situations, as directed by supervisory personnel.",4.73,0.9756097560975615,0.9756097560975614,High
51-8091,10495,"Control or operate chemical processes or systems of machines, using panelboards, control boards, or semi-automatic equipment.",4.69,0.8780487804878053,0.8780487804878053,High
51-8091,10493,"Move control settings to make necessary adjustments on equipment units affecting speeds of chemical reactions, quality, or yields.",4.65,0.7804878048780493,0.7804878048780493,High
51-8091,10504,"Inspect operating units, such as towers, soap-spray storage tanks, scrubbers, collectors, or driers to ensure that all are functioning and to maintain maximum efficiency.",4.63,0.73170731707317,0.7317073170731699,High
51-8091,10498,Draw samples of products and conduct quality control tests to monitor processing and to ensure that standards are met.,4.6,0.6585365853658524,0.6585365853658526,Moderate
51-8091,10496,"Record operating data, such as process conditions, test results, or instrument readings.",4.52,0.4634146341463401,0.46341463414634015,Moderate
51-8091,10502,Patrol work areas to ensure that solutions in tanks or troughs are not in danger of overflowing.,4.52,0.4634146341463401,0.46341463414634015,Moderate
51-8091,10506,"Turn valves to regulate flow of products or byproducts through agitator tanks, storage drums, or neutralizer tanks.",4.5,0.4146341463414631,0.4146341463414631,Moderate
51-8091,10501,Interpret chemical reactions visible through sight glasses or on television monitors and review laboratory test reports for process adjustments.,4.49,0.3902439024390246,0.39024390243902474,Moderate
51-8091,10497,"Confer with technical and supervisory personnel to report or resolve conditions affecting safety, efficiency, or product quality.",4.44,0.26829268292682995,0.26829268292683,Low
51-8091,10500,"Start pumps to wash and rinse reactor vessels, to exhaust gases or vapors, to regulate the flow of oil, steam, air, or perfume to towers, or to add products to converter or blending vessels.",4.43,0.2439024390243893,0.2439024390243894,Low
51-8091,10503,"Notify maintenance, stationary engineering, or other auxiliary personnel to correct equipment malfunctions or to adjust power, steam, water, or air supplies.",4.42,0.2195121951219508,0.21951219512195078,Low
51-8091,10509,Repair or replace damaged equipment.,4.33,0.0,0.0,Low
51-8092,14287,"Monitor equipment functioning, observe temperature, level, and flow gauges, and perform regular unit checks to ensure that all equipment is operating as it should.",4.66,1.0,1.0,High
51-8092,14299,"Distribute or process gas for utility companies or industrial plants, using panel boards, control boards, and semi-automatic equipment.",4.61,0.9358974358974361,0.9358974358974361,High
51-8092,14288,"Control operation of compressors, scrubbers, evaporators, and refrigeration equipment to liquefy, compress, or regasify natural gas.",4.5,0.7948717948717947,0.7948717948717946,High
51-8092,14300,"Control equipment to regulate flow and pressure of gas to feedlines of boilers, furnaces, and related steam-generating or heating equipment.",4.5,0.7948717948717947,0.7948717948717946,High
51-8092,14290,"Record, review, and compile operations records, test results, and gauge readings such as temperatures, pressures, concentrations, and flows.",4.42,0.6923076923076922,0.6923076923076921,High
51-8092,14294,"Determine causes of abnormal pressure variances, and make corrective recommendations, such as installation of pipes to relieve overloading.",4.41,0.6794871794871796,0.6794871794871797,High
51-8092,14291,"Adjust temperature, pressure, vacuum, level, flow rate, or transfer of gas to maintain processes at required levels or to correct problems.",4.35,0.6025641025641021,0.6025641025641021,Moderate
51-8092,14293,Collaborate with other operators to solve unit problems.,4.32,0.5641025641025644,0.5641025641025643,Moderate
51-8092,14286,Monitor transportation and storage of flammable and other potentially dangerous products to ensure that safety guidelines are followed.,4.29,0.5256410256410257,0.5256410256410255,Moderate
51-8092,14289,Start and shut down plant equipment.,4.29,0.5256410256410257,0.5256410256410255,Moderate
51-8092,14295,"Read logsheets to determine product demand and disposition, or to detect malfunctions.",4.18,0.38461538461538425,0.3846153846153841,Moderate
51-8092,14297,Contact maintenance crews when necessary.,4.04,0.20512820512820523,0.20512820512820537,Low
51-8092,14296,"Test gas, chemicals, and air during processing to assess factors such as purity and moisture content, and to detect quality problems or gas or chemical leaks.",4.04,0.20512820512820523,0.20512820512820537,Low
51-8092,14292,"Clean, maintain, and repair equipment, using hand tools, or request that repair and maintenance work be performed.",4.03,0.1923076923076927,0.1923076923076927,Low
51-8092,14303,Signal or direct workers who tend auxiliary equipment.,3.88,0.0,0.0,Low
51-8093,14309,"Signal other workers by telephone or radio to operate pumps, open and close valves, and check temperatures.",4.3,1.0,1.0,High
51-8093,14318,"Maintain and repair equipment, or report malfunctioning equipment to supervisors so that repairs can be scheduled.",4.29,0.9848484848484852,0.9848484848484852,High
51-8093,14305,"Monitor process indicators, instruments, gauges, and meters to detect and report any possible problems.",4.28,0.9696969696969703,0.9696969696969703,High
51-8093,14306,Start pumps and open valves or use automated equipment to regulate the flow of oil in pipelines and into and out of tanks.,4.23,0.8939393939393948,0.8939393939393948,High
51-8093,14308,"Operate control panels to coordinate and regulate process variables such as temperature and pressure, and to direct product flow rate, according to process schedules.",4.23,0.8939393939393948,0.8939393939393948,High
51-8093,14310,"Verify that incoming and outgoing products are moving through the correct meters, and that meters are working properly.",4.2,0.848484848484849,0.848484848484849,High
51-8093,14317,"Patrol units to monitor the amount of oil in storage tanks, and to verify that activities and operations are safe, efficient, and in compliance with regulations.",4.13,0.7424242424242424,0.7424242424242425,High
51-8093,14313,"Plan movement of products through lines to processing, storage, and shipping units, using knowledge of system interconnections and capacities.",4.12,0.7272727272727276,0.7272727272727275,High
51-8093,14307,Control or operate manifold and pumping systems to circulate liquids through a petroleum refinery.,4.09,0.6818181818181818,0.6818181818181817,High
51-8093,14312,"Operate auxiliary equipment and control multiple processing units during distilling or treating operations, moving controls that regulate valves, pumps, compressors, and auxiliary equipment.",4.08,0.6666666666666669,0.6666666666666669,High
51-8093,14319,"Collect product samples by turning bleeder valves, or by lowering containers into tanks to obtain oil samples.",4.06,0.6363636363636359,0.6363636363636358,Moderate
51-8093,14311,"Read automatic gauges at specified intervals to determine the flow rate of oil into or from tanks, and the amount of oil in tanks.",3.97,0.5000000000000003,0.5000000000000004,Moderate
51-8093,14316,Synchronize activities with other pumphouses to ensure a continuous flow of products and a minimum of contamination between products.,3.96,0.4848484848484848,0.4848484848484848,Moderate
51-8093,14315,"Record and compile operating data, instrument readings, documentation, and results of laboratory analyses.",3.95,0.46969696969697,0.46969696969697,Moderate
51-8093,14321,"Conduct general housekeeping of units, including wiping up oil spills and performing general cleaning duties.",3.87,0.3484848484848486,0.34848484848484856,Moderate
51-8093,14320,"Inspect pipelines, tightening connections and lubricating valves as necessary.",3.64,0.0,0.0,Low
51-8099,17830,"Monitor batch, continuous flow, or hybrid biofuels production processes.",4.74,1.0,1.0,High
51-8099,17821,"Operate valves, pumps, engines, or generators to control and adjust biofuels production.",4.72,0.9761904761904756,0.9761904761904756,High
51-8099,17828,Monitor and record biofuels processing data.,4.71,0.964285714285714,0.9642857142857141,High
51-8099,17825,Collect biofuels samples and perform routine laboratory tests or analyses to assess biofuels quality.,4.7,0.9523809523809523,0.9523809523809524,High
51-8099,17820,"Operate equipment, such as a centrifuge, to extract biofuels products and secondary by-products or reusable fractions.",4.52,0.7380952380952375,0.7380952380952375,High
51-8099,17822,Process refined feedstock with additives in fermentation or reaction process vessels.,4.49,0.7023809523809524,0.7023809523809527,High
51-8099,17819,Operate chemical processing equipment for the production of biofuels.,4.43,0.6309523809523805,0.6309523809523805,Moderate
51-8099,17829,Monitor and record flow meter performance.,4.41,0.6071428571428572,0.6071428571428572,Moderate
51-8099,17826,"Inspect biofuels plant or processing equipment regularly, recording or reporting damage and mechanical problems.",4.4,0.5952380952380956,0.5952380952380956,Moderate
51-8099,17827,Measure and monitor raw biofuels feedstock.,4.3,0.4761904761904759,0.4761904761904759,Moderate
51-8099,17832,"Preprocess feedstock in preparation for physical, chemical, or biological fuel production processes.",4.24,0.404761904761905,0.40476190476190504,Moderate
51-8099,17818,"Calculate, measure, load, or mix refined feedstock used in biofuels production.",4.19,0.3452380952380957,0.34523809523809584,Moderate
51-8099,17831,Monitor stored biofuels products or secondary by-products until reused or transferred to users.,4.18,0.333333333333333,0.3333333333333331,Moderate
51-8099,17823,Assess the quality of biofuels additives for reprocessing.,4.07,0.20238095238095274,0.20238095238095286,Low
51-8099,17833,"Clean biofuels processing work area, ensuring compliance with safety regulations.",4.02,0.1428571428571424,0.14285714285714232,Low
51-8099,17835,"Perform routine maintenance on mechanical, electrical, or electronic equipment or instruments used in the processing of biofuels.",3.97,0.08333333333333365,0.08333333333333377,Low
51-8099,17824,"Calibrate liquid flow devices and meters, including fuel, chemical, and water meters.",3.93,0.035714285714286,0.03571428571428597,Low
51-8099,17836,"Rebuild, repair, or replace biofuels processing equipment components.",3.9,0.0,0.0,Low
51-9011,12334,Observe safety precautions to prevent fires or explosions.,4.76,1.0,1.0,High
51-9011,12342,"Record operational data, such as temperatures, pressures, ingredients used, processing times, or test results.",4.74,0.9819819819819824,0.9819819819819824,High
51-9011,12336,Control or operate equipment in which chemical changes or reactions take place during the processing of industrial or consumer products.,4.68,0.9279279279279279,0.9279279279279278,High
51-9011,12339,Patrol work areas to detect leaks or equipment malfunctions or to monitor operating conditions.,4.62,0.8738738738738742,0.8738738738738744,High
51-9011,12341,Draw samples of products at specified stages so that analyses can be performed.,4.61,0.8648648648648654,0.8648648648648655,High
51-9011,12333,"Adjust controls to regulate temperature, pressure, feed, or flow of liquids or gases and times of prescribed reactions, according to knowledge of equipment and processes.",4.59,0.8468468468468469,0.8468468468468467,High
51-9011,12335,"Monitor gauges, recording instruments, flowmeters, or products to ensure that specified conditions are maintained.",4.51,0.7747747747747747,0.774774774774775,High
51-9011,12340,"Test product samples for specific gravity, chemical characteristics, pH levels, concentrations, or viscosities, or send them to laboratories for testing.",4.49,0.7567567567567571,0.7567567567567569,High
51-9011,12338,"Inspect equipment or units to detect leaks or malfunctions, shutting equipment down, if necessary.",4.48,0.7477477477477483,0.7477477477477483,High
51-9011,12345,"Open valves or start pumps, agitators, reactors, blowers, or automatic feed of materials.",4.47,0.7387387387387386,0.7387387387387387,High
51-9011,12346,"Read plant specifications to determine products, ingredients, or prescribed modifications of plant procedures.",4.45,0.720720720720721,0.7207207207207209,High
51-9011,12351,Implement appropriate industrial emergency response procedures.,4.45,0.720720720720721,0.7207207207207209,High
51-9011,12337,"Measure, weigh, and mix chemical ingredients, according to specifications.",4.41,0.684684684684685,0.6846846846846851,High
51-9011,12352,"Dump or scoop prescribed solid, granular, or powdered materials into equipment.",4.29,0.5765765765765768,0.5765765765765768,Moderate
51-9011,12343,Notify maintenance engineers of equipment malfunctions.,4.26,0.5495495495495495,0.5495495495495495,Moderate
51-9011,12353,Estimate materials required for production and manufacturing of products.,4.17,0.4684684684684685,0.4684684684684685,Moderate
51-9011,12344,"Add treating or neutralizing agents to products, and pump products through filters or centrifuges to remove impurities or to precipitate products.",4.17,0.4684684684684685,0.4684684684684685,Moderate
51-9011,12350,Observe and compare colors and consistencies of products to instrument readings and to laboratory and standard test results.,4.09,0.3963963963963964,0.3963963963963963,Moderate
51-9011,12355,Direct activities of workers assisting in control or verification of processes or in unloading of materials.,3.97,0.28828828828828856,0.2882882882882884,Low
51-9011,12347,"Drain equipment, and pump water or other solutions through to flush and clean tanks or equipment.",3.95,0.27027027027027056,0.2702702702702706,Low
51-9011,12349,"Flush or clean equipment, using steam hoses or mechanical reamers.",3.85,0.18018018018018037,0.18018018018018034,Low
51-9011,12348,"Make minor repairs, lubricate, and maintain equipment, using hand tools.",3.8,0.13513513513513506,0.13513513513513498,Low
51-9011,12354,Inventory supplies received and consumed.,3.65,0.0,0.0,Low
51-9012,12366,"Dump, pour, or load specified amounts of refined or unrefined materials into equipment or containers for further processing or storage.",4.51,1.0,1.0,High
51-9012,19918,"Operate machines to process materials in compliance with applicable safety, energy, or environmental regulations.",4.4,0.8428571428571436,0.8428571428571435,High
51-9012,12357,"Monitor material flow or instruments, such as temperature or pressure gauges, indicators, or meters, to ensure optimal processing conditions.",4.31,0.714285714285714,0.7142857142857141,High
51-9012,20824,"Turn valves or move controls to admit, drain, separate, filter, clarify, mix, or transfer materials.",4.29,0.6857142857142859,0.685714285714286,High
51-9012,12356,"Set up or adjust machine controls to regulate conditions such as material flow, temperature, or pressure.",4.25,0.6285714285714288,0.6285714285714289,Moderate
51-9012,20825,"Examine samples to verify qualities such as clarity, cleanliness, consistency, dryness, or texture.",4.18,0.5285714285714282,0.5285714285714282,Moderate
51-9012,20826,"Start agitators, shakers, conveyors, pumps, or centrifuge machines.",4.07,0.3714285714285719,0.3714285714285718,Moderate
51-9012,12365,"Inspect machines or equipment for hazards, operating efficiency, malfunctions, wear, or leaks.",4.05,0.34285714285714264,0.34285714285714247,Moderate
51-9012,12360,Collect samples of materials or products for laboratory analysis.,3.99,0.25714285714285745,0.2571428571428575,Low
51-9012,12368,Communicate processing instructions to other workers.,3.91,0.14285714285714304,0.142857142857143,Low
51-9012,12372,Turn valves to pump sterilizing solutions or rinse water through pipes or equipment or to spray vats with atomizers.,3.84,0.042857142857142594,0.04285714285714281,Low
51-9012,20827,"Maintain logs of instrument readings, test results, or shift production for entry in computer databases.",3.82,0.014285714285713987,0.014285714285714122,Low
51-9012,12369,"Remove clogs, defects, or impurities from machines, tanks, conveyors, screens, or other processing equipment.",3.82,0.014285714285713987,0.014285714285714122,Low
51-9012,12364,"Clean or sterilize tanks, screens, inflow pipes, production areas, or equipment, using hoses, brushes, scrapers, or chemical solutions.",3.81,0.0,0.0,Low
51-9021,12376,"Observe operation of equipment to ensure continuity of flow, safety, and efficient operation, and to detect malfunctions.",4.35,1.0,1.0,High
51-9021,12381,"Clean, adjust, and maintain equipment, using hand tools.",4.12,0.7472527472527477,0.7472527472527477,High
51-9021,12389,"Tend accessory equipment, such as pumps and conveyors, to move materials or ingredients through production processes.",4.09,0.7142857142857144,0.7142857142857145,High
51-9021,12377,"Move controls to start, stop, or adjust machinery and equipment that crushes, grinds, polishes, or blends materials.",4.05,0.6703296703296704,0.6703296703296705,High
51-9021,12382,Notify supervisors of needed repairs.,4.04,0.6593406593406597,0.6593406593406597,Moderate
51-9021,12380,"Weigh or measure materials, ingredients, or products at specified intervals to ensure conformance to requirements.",4.03,0.6483516483516489,0.6483516483516489,Moderate
51-9021,12378,"Record data from operations, testing, and production on specified forms.",3.77,0.36263736263736285,0.36263736263736296,Moderate
51-9021,12384,Reject defective products and readjust equipment to eliminate problems.,3.76,0.35164835164835156,0.3516483516483515,Moderate
51-9021,12388,"Inspect chains, belts, or scrolls for signs of wear.",3.74,0.32967032967033005,0.32967032967032994,Low
51-9021,12385,Clean work areas.,3.74,0.32967032967033005,0.32967032967032994,Low
51-9021,12379,"Examine materials, ingredients, or products, visually or with hands, to ensure conformance to established standards.",3.64,0.21978021978022005,0.2197802197802202,Low
51-9021,12375,Read work orders to determine production specifications and information.,3.54,0.10989010989011003,0.10989010989010999,Low
51-9021,12387,"Dislodge and clear jammed materials or other items from machinery and equipment, using hand tools.",3.44,0.0,0.0,Low
51-9022,14334,"Verify quality of finished workpieces by inspecting them, comparing them to templates, measuring their dimensions, or testing them in working machinery.",4.62,1.0,1.0,High
51-9022,14329,"Grind, sand, clean, or polish objects or parts to correct defects or to prepare surfaces for further finishing, using hand tools and power tools.",4.55,0.9411764705882351,0.9411764705882351,High
51-9022,14333,"Measure and mark equipment, objects, or parts to ensure grinding and polishing standards are met.",4.46,0.8655462184873949,0.8655462184873949,High
51-9022,14336,"Trim, scrape, or deburr objects or parts, using chisels, scrapers, and other hand tools and equipment.",4.42,0.8319327731092435,0.8319327731092435,High
51-9022,14330,"Mark defects, such as knotholes, cracks, and splits, for repair.",4.39,0.8067226890756299,0.8067226890756299,High
51-9022,14340,Study blueprints or layouts to determine how to lay out workpieces or saw out templates.,4.37,0.7899159663865546,0.7899159663865544,High
51-9022,14331,"Move controls to adjust, start, or stop equipment during grinding and polishing processes.",4.22,0.663865546218487,0.663865546218487,High
51-9022,14338,"Load and adjust workpieces onto equipment or work tables, using hand tools.",4.15,0.6050420168067229,0.6050420168067226,Moderate
51-9022,14344,"Repair and maintain equipment, objects, or parts, using hand tools.",4.08,0.5462184873949579,0.5462184873949577,Moderate
51-9022,14332,"Select files or other abrasives, according to materials, sizes and shapes of workpieces, amount of stock to be removed, finishes specified, and steps in finishing processes.",4.03,0.504201680672269,0.5042016806722689,Moderate
51-9022,14346,"File grooved, contoured, and irregular surfaces of metal objects, such as metalworking dies and machine parts, to conform to templates, other parts, layouts, or blueprint specifications.",3.69,0.21848739495798303,0.2184873949579831,Low
51-9022,14345,"Sharpen abrasive grinding tools, using machines and hand tools.",3.54,0.09243697478991586,0.09243697478991594,Low
51-9022,14339,"Transfer equipment, objects, or parts to specified work areas, using moving devices.",3.43,0.0,0.0,Low
51-9023,12397,"Weigh or measure materials, ingredients, or products to ensure conformance to requirements.",4.61,1.0,1.0,High
51-9023,12410,Read work orders to determine production specifications or information.,4.58,0.9577464788732392,0.957746478873239,High
51-9023,12402,Observe production or monitor equipment to ensure safe and efficient operation.,4.56,0.9295774647887315,0.9295774647887316,High
51-9023,20682,Mix or blend ingredients by starting machines and mixing for specified times.,4.54,0.901408450704225,0.901408450704225,High
51-9023,12403,Stop mixing or blending machines when specified product qualities are obtained and open valves and start pumps to transfer mixtures.,4.47,0.80281690140845,0.8028169014084502,High
51-9023,12411,"Compound or process ingredients or dyes, according to formulas.",4.46,0.7887323943661968,0.7887323943661968,High
51-9023,12406,"Examine materials, ingredients, or products visually or with hands to ensure conformance to established standards.",4.46,0.7887323943661968,0.7887323943661968,High
51-9023,12400,"Operate or tend machines to mix or blend any of a wide variety of materials, such as spices, dough batter, tobacco, fruit juices, chemicals, livestock feed, food products, color pigments, or explosive ingredients.",4.41,0.7183098591549295,0.7183098591549295,High
51-9023,12401,Dump or pour specified amounts of materials into machinery or equipment.,4.41,0.7183098591549295,0.7183098591549295,High
51-9023,12407,Record operational or production data on specified forms.,4.41,0.7183098591549295,0.7183098591549295,High
51-9023,12404,Collect samples of materials or products for laboratory testing.,4.4,0.7042253521126762,0.7042253521126761,High
51-9023,12412,Unload mixtures into containers or onto conveyors for further processing.,4.35,0.6338028169014077,0.6338028169014076,Moderate
51-9023,23983,Clean work areas.,4.26,0.5070422535211263,0.5070422535211263,Moderate
51-9023,12405,"Add or mix chemicals or ingredients for processing, using hand tools or other devices.",4.22,0.4507042253521122,0.450704225352112,Moderate
51-9023,12409,"Tend accessory equipment, such as pumps or conveyors, to move materials or ingredients through production processes.",4.22,0.4507042253521122,0.450704225352112,Moderate
51-9023,12408,"Transfer materials, supplies, or products between work areas, using moving equipment or hand tools.",4.19,0.40845070422535257,0.40845070422535257,Moderate
51-9023,12413,"Clean and maintain equipment, using hand tools.",4.09,0.26760563380281666,0.26760563380281643,Low
51-9023,12414,"Dislodge and clear jammed materials or other items from machinery or equipment, using hand tools.",3.9,0.0,0.0,Low
51-9031,14349,"Mark or discard items with defects such as spots, stains, scars, snags, chips, scratches, or unacceptable shapes or finishes.",4.43,1.0,1.0,High
51-9031,14350,"Trim excess material or cut threads off finished products, such as cutting loose ends of plastic off a manufactured toy for a smoother finish.",4.34,0.8363636363636365,0.8363636363636364,High
51-9031,14351,"Cut, shape, and trim materials, such as textiles, food, glass, stone, and metal, using knives, scissors, and other hand tools, portable power tools, or bench-mounted tools.",4.33,0.8181818181818188,0.8181818181818188,High
51-9031,14361,"Position templates or measure materials to locate specified points of cuts or to obtain maximum yields, using rules, scales, or patterns.",4.3,0.7636363636363638,0.7636363636363636,High
51-9031,14354,"Read work orders to determine dimensions, cutting locations, and quantities to cut.",4.28,0.7272727272727282,0.7272727272727282,High
51-9031,14356,"Mark cutting lines around patterns or templates, or follow layout points, using squares, rules, and straightedges, and chalk, pencils, or scribes.",4.27,0.7090909090909088,0.7090909090909088,High
51-9031,14353,"Mark identification numbers, trademarks, grades, marketing data, sizes, or model numbers on products.",4.24,0.6545454545454553,0.6545454545454552,Moderate
51-9031,14357,"Unroll, lay out, attach, or mount materials or items on cutting tables or machines.",4.22,0.6181818181818182,0.6181818181818182,Moderate
51-9031,14352,"Separate materials or products according to size, weight, type, condition, color, or shade.",4.21,0.6000000000000003,0.6000000000000004,Moderate
51-9031,14359,Fold or shape materials before or after cutting them.,4.17,0.5272727272727276,0.5272727272727276,Moderate
51-9031,14363,Replace or sharpen dulled cutting tools such as saws.,3.88,0.0,0.0,Low
51-9032,12417,"Set up, operate, or tend machines that cut or slice materials, such as glass, stone, cork, rubber, tobacco, food, paper, or insulating material.",4.45,1.0,1.0,High
51-9032,12419,"Review work orders, blueprints, specifications, or job samples to determine components, settings, and adjustments for cutting and slicing machines.",4.42,0.9558823529411761,0.9558823529411761,High
51-9032,12416,"Examine, measure, and weigh materials or products to verify conformance to specifications, using measuring devices, such as rulers, micrometers, or scales.",4.42,0.9558823529411761,0.9558823529411761,High
51-9032,12422,"Press buttons, pull levers, or depress pedals to start and operate cutting and slicing machines.",4.39,0.9117647058823523,0.9117647058823525,High
51-9032,12426,"Start machines to verify setups, and make any necessary adjustments.",4.31,0.7941176470588227,0.7941176470588228,High
51-9032,12432,"Feed stock into cutting machines, onto conveyors, or under cutting blades, by threading, guiding, pushing, or turning handwheels.",4.3,0.7794117647058819,0.7794117647058817,High
51-9032,12425,Monitor operation of cutting or slicing machines to detect malfunctions or to determine whether supplies need replenishment.,4.21,0.6470588235294116,0.6470588235294116,Moderate
51-9032,12418,"Stack and sort cut material for packaging, further processing, or shipping, according to types and sizes of material.",4.21,0.6470588235294116,0.6470588235294116,Moderate
51-9032,12423,"Adjust machine controls to alter position, alignment, speed, or pressure.",4.2,0.6323529411764707,0.6323529411764706,Moderate
51-9032,12427,"Remove completed materials or products from cutting or slicing machines, and stack or store them for additional processing.",4.2,0.6323529411764707,0.6323529411764706,Moderate
51-9032,12424,"Maintain production records, such as quantities, types, and dimensions of materials produced.",4.15,0.558823529411765,0.5588235294117649,Moderate
51-9032,12421,"Remove defective or substandard materials from machines, and readjust machine components so that products meet standards.",4.15,0.558823529411765,0.5588235294117649,Moderate
51-9032,12433,"Position stock along cutting lines, or against stops on beds of scoring or cutting machines.",4.04,0.3970588235294117,0.39705882352941163,Moderate
51-9032,12429,"Move stock or scrap to and from machines manually, or by using carts, handtrucks, or lift trucks.",4.03,0.38235294117647084,0.3823529411764708,Moderate
51-9032,12428,"Select and install machine components, such as cutting blades, rollers, and templates, according to specifications, using hand tools.",3.91,0.2058823529411766,0.20588235294117657,Low
51-9032,12430,"Clean and lubricate cutting machines, conveyors, blades, saws, or knives, using steam hoses, scrapers, brushes, or oil cans.",3.77,0.0,0.0,Low
51-9041,12444,"Adjust machine components to regulate speeds, pressures, and temperatures, and amounts, dimensions, and flow of materials or ingredients.",4.55,1.0,1.0,High
51-9041,12447,Press control buttons to activate machinery and equipment.,4.52,0.9473684210526311,0.947368421052631,High
51-9041,12445,"Examine, measure, and weigh materials or products to verify conformance to standards, using measuring devices such as templates, micrometers, or scales.",4.51,0.9298245614035087,0.9298245614035087,High
51-9041,12446,Monitor machine operations and observe lights and gauges to detect malfunctions.,4.45,0.8245614035087725,0.8245614035087726,High
51-9041,12455,"Clear jams, and remove defective or substandard materials or products.",4.39,0.7192982456140348,0.7192982456140345,High
51-9041,12452,Notify supervisors when extruded filaments fail to meet standards.,4.39,0.7192982456140348,0.7192982456140345,High
51-9041,12451,"Record and maintain production data, such as meter readings, and quantities, types, and dimensions of materials produced.",4.38,0.7017543859649124,0.7017543859649122,High
51-9041,12449,"Review work orders, specifications, or instructions to determine materials, ingredients, procedures, components, settings, and adjustments for extruding, forming, pressing, or compacting machines.",4.36,0.6666666666666674,0.6666666666666673,High
51-9041,12448,"Turn controls to adjust machine functions, such as regulating air pressure, creating vacuums, and adjusting coolant flow.",4.33,0.6140350877192986,0.6140350877192985,Moderate
51-9041,12466,"Clean dies, arbors, compression chambers, and molds, using swabs, sponges, or air hoses.",4.32,0.5964912280701762,0.5964912280701762,Moderate
51-9041,12453,Synchronize speeds of sections of machines when producing products involving several steps or processes.,4.18,0.3508771929824558,0.3508771929824559,Moderate
51-9041,12456,"Move materials, supplies, components, and finished products between storage and work areas, using work aids such as racks, hoists, and handtrucks.",3.98,0.0,0.0,Low
51-9051,4963,"Monitor equipment operation, gauges, and panel lights to detect deviations from standards.",4.51,1.0,1.0,High
51-9051,4966,Confer with supervisors or other equipment operators to report equipment malfunctions or to resolve production problems.,4.25,0.5185185185185186,0.5185185185185186,Moderate
51-9051,4962,"Press and adjust controls to activate, set, and regulate equipment according to specifications.",4.22,0.46296296296296247,0.4629629629629624,Moderate
51-9051,4965,"Record gauge readings, test results, and shift production in log books.",4.21,0.44444444444444436,0.44444444444444453,Moderate
51-9051,4964,"Read and interpret work orders and instructions to determine work assignments, process specifications, and production schedules.",4.16,0.351851851851852,0.35185185185185214,Moderate
51-9051,4967,"Examine or test samples of processed substances, or collect samples for laboratory testing, to ensure conformance to specifications.",4.15,0.33333333333333387,0.333333333333334,Moderate
51-9051,4969,"Transport materials and products to and from work areas, manually or using carts, handtrucks, or hoists.",3.97,0.0,0.0,Low
51-9061,12472,"Discard or reject products, materials, or equipment not meeting specifications.",4.68,1.0,1.0,High
51-9061,12478,"Mark items with details, such as grade or acceptance-rejection status.",4.57,0.8952380952380957,0.8952380952380957,High
51-9061,12480,"Measure dimensions of products to verify conformance to specifications, using measuring instruments, such as rulers, calipers, gauges, or micrometers.",4.49,0.8190476190476195,0.8190476190476195,High
51-9061,20299,Notify supervisors or other personnel of production problems.,4.48,0.8095238095238102,0.8095238095238101,High
51-9061,12474,"Inspect, test, or measure materials, products, installations, or work for conformance to specifications.",4.46,0.7904761904761907,0.7904761904761908,High
51-9061,12485,"Write test or inspection reports describing results, recommendations, or needed repairs.",4.39,0.7238095238095237,0.7238095238095236,High
51-9061,20300,"Recommend necessary corrective actions, based on inspection results.",4.36,0.6952380952380958,0.6952380952380958,High
51-9061,12486,Read dials or meters to verify that equipment is functioning at specified levels.,4.33,0.666666666666667,0.6666666666666669,High
51-9061,12495,"Make minor adjustments to equipment, such as turning setscrews to calibrate instruments to required tolerances.",4.32,0.6571428571428576,0.6571428571428576,Moderate
51-9061,20298,"Read blueprints, data, manuals, or other materials to determine specifications, inspection and testing procedures, adjustment methods, certification processes, formulas, or measuring instruments required.",4.31,0.6476190476190474,0.6476190476190475,Moderate
51-9061,20306,"Monitor production operations or equipment to ensure conformance to specifications, making necessary process or assembly adjustments.",4.27,0.6095238095238094,0.6095238095238092,Moderate
51-9061,12477,"Record inspection or test data, such as weights, temperatures, grades, or moisture content, and quantities inspected or graded.",4.25,0.5904761904761907,0.5904761904761906,Moderate
51-9061,20304,"Position products, components, or parts for testing.",3.91,0.26666666666666694,0.26666666666666705,Low
51-9061,12487,"Remove defects, such as chips, burrs, or lap corroded or pitted surfaces.",3.91,0.26666666666666694,0.26666666666666705,Low
